fn_id,source,dest,humanreview,humancomment
FN_0162,payment_intent_identifier,stripe_payment_intent_identifier,ACCEPT,"Provider/standard-prefixed variant of the same payment concept; prefix encodes source system, not semantics. Canonical merge is appropriate (with value/vocab normalization where applicable)."
FN_0163,payment_method,razorpay_method,ACCEPT,"Provider/standard-prefixed variant of the same payment concept; prefix encodes source system, not semantics. Canonical merge is appropriate (with value/vocab normalization where applicable)."
FN_0164,payment_method,stripe_payment_method,ACCEPT,"Provider/standard-prefixed variant of the same payment concept; prefix encodes source system, not semantics. Canonical merge is appropriate (with value/vocab normalization where applicable)."
FN_0165,payment_status,razorpay_status,ACCEPT,"Provider/standard-prefixed variant of the same payment concept; prefix encodes source system, not semantics. Canonical merge is appropriate (with value/vocab normalization where applicable)."
FN_0166,payment_status,status,ACCEPT,Both represent payment/transaction lifecycle status; merge at canonical status layer. Keep mapping/normalization of provider-specific status values as a separate concern.
FN_0167,payment_status,stripe_status,ACCEPT,"Provider/standard-prefixed variant of the same payment concept; prefix encodes source system, not semantics. Canonical merge is appropriate (with value/vocab normalization where applicable)."
FN_0168,payment_status,transaction_status,ACCEPT,Both represent payment/transaction lifecycle status; merge at canonical status layer. Keep mapping/normalization of provider-specific status values as a separate concern.
FN_0169,payment_status,upi_transaction_status,ACCEPT,"Provider/standard-prefixed variant of the same payment concept; prefix encodes source system, not semantics. Canonical merge is appropriate (with value/vocab normalization where applicable)."
FN_0170,phone,razorpay_contact,ACCEPT,"Provider/standard-prefixed variant of the same payment concept; prefix encodes source system, not semantics. Canonical merge is appropriate (with value/vocab normalization where applicable)."
FN_0171,pi_identifier,stripe_payment_intent_identifier,ACCEPT,"Provider/standard-prefixed variant of the same payment concept; prefix encodes source system, not semantics. Canonical merge is appropriate (with value/vocab normalization where applicable)."
FN_0172,plaid_account_type,subtype,REJECT,"""subtype"" is typically a narrower category than ""account_type""; keep separate to avoid collapsing account classification levels (type vs subtype)."
FN_0173,plaid_account_type,type,ACCEPT,"Provider/standard-prefixed variant of the same payment concept; prefix encodes source system, not semantics. Canonical merge is appropriate (with value/vocab normalization where applicable)."
FN_0174,plaid_routing_number,routing,ACCEPT,"Provider/standard-prefixed variant of the same payment concept; prefix encodes source system, not semantics. Canonical merge is appropriate (with value/vocab normalization where applicable)."
FN_0175,plaid_routing_number,routing_number,ACCEPT,"Provider/standard-prefixed variant of the same payment concept; prefix encodes source system, not semantics. Canonical merge is appropriate (with value/vocab normalization where applicable)."
FN_0176,plaid_transaction_amount,transaction_amount,ACCEPT,"Provider/standard-prefixed variant of the same payment concept; prefix encodes source system, not semantics. Canonical merge is appropriate (with value/vocab normalization where applicable)."
FN_0177,plaid_transaction_identifier,transaction_identifier,ACCEPT,"Provider/standard-prefixed variant of the same payment concept; prefix encodes source system, not semantics. Canonical merge is appropriate (with value/vocab normalization where applicable)."
FN_0178,ppvisa_primary_account_number,primary_account_number,ACCEPT,"Provider/standard-prefixed variant of the same payment concept; prefix encodes source system, not semantics. Canonical merge is appropriate (with value/vocab normalization where applicable)."
FN_0179,ppvisa_verification_value,security_code,ACCEPT,"Provider/standard-prefixed variant of the same payment concept; prefix encodes source system, not semantics. Canonical merge is appropriate (with value/vocab normalization where applicable)."
FN_0180,ppvisa_verification_value,verification_value,ACCEPT,"Provider/standard-prefixed variant of the same payment concept; prefix encodes source system, not semantics. Canonical merge is appropriate (with value/vocab normalization where applicable)."
FN_0181,proc_code,processing_code,ACCEPT,Both represent the same identifier/code concept with lexical variation or abbreviation; canonical merge is appropriate.
FN_0182,razorpay_amount,transaction_amount,ACCEPT,"Provider/standard-prefixed variant of the same payment concept; prefix encodes source system, not semantics. Canonical merge is appropriate (with value/vocab normalization where applicable)."
FN_0183,razorpay_identifier,razorpay_payment_identifier,ACCEPT,"Provider/standard-prefixed variant of the same payment concept; prefix encodes source system, not semantics. Canonical merge is appropriate (with value/vocab normalization where applicable)."
FN_0184,razorpay_status,status,ACCEPT,"Provider/standard-prefixed variant of the same payment concept; prefix encodes source system, not semantics. Canonical merge is appropriate (with value/vocab normalization where applicable)."
FN_0185,razorpay_status,transaction_status,ACCEPT,"Provider/standard-prefixed variant of the same payment concept; prefix encodes source system, not semantics. Canonical merge is appropriate (with value/vocab normalization where applicable)."
FN_0186,razorpay_virtual_payment_address,virtual_payment_address,ACCEPT,"Provider/standard-prefixed variant of the same payment concept; prefix encodes source system, not semantics. Canonical merge is appropriate (with value/vocab normalization where applicable)."
FN_0187,reqd_exctn_dt,requested_execution_date,ACCEPT,Lexicon-quality FN pair is a lexical/alias variant of the same payment concept; merge is acceptable at canonical schema level (ensure role/unit/vocab guards where relevant).
FN_0188,routing,routing_number,ACCEPT,Both represent the same identifier/code concept with lexical variation or abbreviation; canonical merge is appropriate.
FN_0189,security_code,verification_value,ACCEPT,Both represent the same identifier/code concept with lexical variation or abbreviation; canonical merge is appropriate.
FN_0190,stan,system_trace_audit_number,ACCEPT,Both represent the same identifier/code concept with lexical variation or abbreviation; canonical merge is appropriate.
FN_0191,status,stripe_status,ACCEPT,"Provider/standard-prefixed variant of the same payment concept; prefix encodes source system, not semantics. Canonical merge is appropriate (with value/vocab normalization where applicable)."
FN_0192,status,transaction_status,ACCEPT,Both represent payment/transaction lifecycle status; merge at canonical status layer. Keep mapping/normalization of provider-specific status values as a separate concern.
FN_0193,status,upi_transaction_status,ACCEPT,"Provider/standard-prefixed variant of the same payment concept; prefix encodes source system, not semantics. Canonical merge is appropriate (with value/vocab normalization where applicable)."
FN_0194,stripe_amount,transaction_amount,ACCEPT,"Provider/standard-prefixed variant of the same payment concept; prefix encodes source system, not semantics. Canonical merge is appropriate (with value/vocab normalization where applicable)."
FN_0195,stripe_status,transaction_status,ACCEPT,"Provider/standard-prefixed variant of the same payment concept; prefix encodes source system, not semantics. Canonical merge is appropriate (with value/vocab normalization where applicable)."
FN_0196,subtype,type,REJECT,"""subtype"" is a finer-grained classification than ""type""; merging would collapse hierarchy and lose semantic specificity (e.g., Plaid type vs subtype)."
FN_0197,timestamp,transaction_timestamp,ACCEPT,Both denote the same temporal field (created or transaction timestamp) with abbreviation/variant naming. Merge at canonical timestamp attribute.
FN_0198,timestamp,ts,ACCEPT,Both denote the same temporal field (created or transaction timestamp) with abbreviation/variant naming. Merge at canonical timestamp attribute.
FN_0199,timestamp,upi_transaction_timestamp,ACCEPT,"Provider/standard-prefixed variant of the same payment concept; prefix encodes source system, not semantics. Canonical merge is appropriate (with value/vocab normalization where applicable)."
FN_0200,transaction_amount,upi_transaction_amount,ACCEPT,"Provider/standard-prefixed variant of the same payment concept; prefix encodes source system, not semantics. Canonical merge is appropriate (with value/vocab normalization where applicable)."
FN_0201,transaction_identifier,upi_transaction_identifier,ACCEPT,"Provider/standard-prefixed variant of the same payment concept; prefix encodes source system, not semantics. Canonical merge is appropriate (with value/vocab normalization where applicable)."
FN_0202,transaction_status,upi_transaction_status,ACCEPT,"Provider/standard-prefixed variant of the same payment concept; prefix encodes source system, not semantics. Canonical merge is appropriate (with value/vocab normalization where applicable)."
FN_0203,transaction_timestamp,ts,ACCEPT,Both denote the same temporal field (created or transaction timestamp) with abbreviation/variant naming. Merge at canonical timestamp attribute.
FN_0204,transaction_timestamp,upi_transaction_timestamp,ACCEPT,"Provider/standard-prefixed variant of the same payment concept; prefix encodes source system, not semantics. Canonical merge is appropriate (with value/vocab normalization where applicable)."
FN_0205,transmission_datetime,transmission_ts,ACCEPT,Lexicon-quality FN pair is a lexical/alias variant of the same payment concept; merge is acceptable at canonical schema level (ensure role/unit/vocab guards where relevant).
FN_0206,ts,upi_transaction_timestamp,ACCEPT,"Provider/standard-prefixed variant of the same payment concept; prefix encodes source system, not semantics. Canonical merge is appropriate (with value/vocab normalization where applicable)."
FN_0207,upi_virtual_payment_address,virtual_payment_address,ACCEPT,"Provider/standard-prefixed variant of the same payment concept; prefix encodes source system, not semantics. Canonical merge is appropriate (with value/vocab normalization where applicable)."
