payment_type,payload_file,schema_id,decision,required_missing,unexpected_fields,mapped_fields,normal_form_checks,reasons,pattern_mismatch_diagnostic
Plaid,Plaid_payload_01.json,Plaid_AuthTransactions_v15,PASS,,,"{""canonical_node"": ""account_identifier"", ""field"": ""account_id"", ""semantic_family"": ""identifier:plaid_account""}; {""canonical_node"": ""routing_number"", ""field"": ""routing_number"", ""semantic_family"": ""payment_account:routing_number""}; {""canonical_node"": ""bank_account_number"", ""field"": ""account_number"", ""semantic_family"": ""payment_account:account_number""}; {""canonical_node"": ""account_type"", ""field"": ""account_type"", ""semantic_family"": ""payment_account:account_type""}; {""canonical_node"": ""current_balance"", ""field"": ""balance_current"", ""semantic_family"": ""payment_account:current_balance""}; {""canonical_node"": ""payment_currency"", ""field"": ""currency"", ""semantic_family"": ""payment:currency""}; {""canonical_node"": ""transaction_identifier"", ""field"": ""transaction_id"", ""semantic_family"": ""identifier:transaction""}; {""canonical_node"": ""payment_amount"", ""field"": ""transaction_amount"", ""semantic_family"": ""payment:amount""}; {""canonical_node"": ""transaction_date"", ""field"": ""transaction_date"", ""semantic_family"": ""temporal:transaction_date""}","{""payload_schema_mapping"": ""PASS""}",,
Plaid,Plaid_payload_02.json,Plaid_AuthTransactions_v15,PASS,,,"{""canonical_node"": ""account_identifier"", ""field"": ""account_id"", ""semantic_family"": ""identifier:plaid_account""}; {""canonical_node"": ""routing_number"", ""field"": ""routing_number"", ""semantic_family"": ""payment_account:routing_number""}; {""canonical_node"": ""bank_account_number"", ""field"": ""account_number"", ""semantic_family"": ""payment_account:account_number""}; {""canonical_node"": ""account_type"", ""field"": ""account_type"", ""semantic_family"": ""payment_account:account_type""}; {""canonical_node"": ""current_balance"", ""field"": ""balance_current"", ""semantic_family"": ""payment_account:current_balance""}; {""canonical_node"": ""payment_currency"", ""field"": ""currency"", ""semantic_family"": ""payment:currency""}; {""canonical_node"": ""transaction_identifier"", ""field"": ""transaction_id"", ""semantic_family"": ""identifier:transaction""}; {""canonical_node"": ""payment_amount"", ""field"": ""transaction_amount"", ""semantic_family"": ""payment:amount""}; {""canonical_node"": ""transaction_date"", ""field"": ""transaction_date"", ""semantic_family"": ""temporal:transaction_date""}","{""payload_schema_mapping"": ""PASS""}",,
Plaid,Plaid_payload_03.json,Plaid_AuthTransactions_v15,PASS,,,"{""canonical_node"": ""account_identifier"", ""field"": ""account_id"", ""semantic_family"": ""identifier:plaid_account""}; {""canonical_node"": ""routing_number"", ""field"": ""routing_number"", ""semantic_family"": ""payment_account:routing_number""}; {""canonical_node"": ""bank_account_number"", ""field"": ""account_number"", ""semantic_family"": ""payment_account:account_number""}; {""canonical_node"": ""account_type"", ""field"": ""account_type"", ""semantic_family"": ""payment_account:account_type""}; {""canonical_node"": ""current_balance"", ""field"": ""balance_current"", ""semantic_family"": ""payment_account:current_balance""}; {""canonical_node"": ""payment_currency"", ""field"": ""currency"", ""semantic_family"": ""payment:currency""}; {""canonical_node"": ""transaction_identifier"", ""field"": ""transaction_id"", ""semantic_family"": ""identifier:transaction""}; {""canonical_node"": ""payment_amount"", ""field"": ""transaction_amount"", ""semantic_family"": ""payment:amount""}; {""canonical_node"": ""transaction_date"", ""field"": ""transaction_date"", ""semantic_family"": ""temporal:transaction_date""}","{""payload_schema_mapping"": ""PASS""}",,
Plaid,Plaid_payload_04.json,Plaid_AuthTransactions_v15,PASS,,,"{""canonical_node"": ""account_identifier"", ""field"": ""account_id"", ""semantic_family"": ""identifier:plaid_account""}; {""canonical_node"": ""routing_number"", ""field"": ""routing_number"", ""semantic_family"": ""payment_account:routing_number""}; {""canonical_node"": ""bank_account_number"", ""field"": ""account_number"", ""semantic_family"": ""payment_account:account_number""}; {""canonical_node"": ""account_type"", ""field"": ""account_type"", ""semantic_family"": ""payment_account:account_type""}; {""canonical_node"": ""current_balance"", ""field"": ""balance_current"", ""semantic_family"": ""payment_account:current_balance""}; {""canonical_node"": ""payment_currency"", ""field"": ""currency"", ""semantic_family"": ""payment:currency""}; {""canonical_node"": ""transaction_identifier"", ""field"": ""transaction_id"", ""semantic_family"": ""identifier:transaction""}; {""canonical_node"": ""payment_amount"", ""field"": ""transaction_amount"", ""semantic_family"": ""payment:amount""}; {""canonical_node"": ""transaction_date"", ""field"": ""transaction_date"", ""semantic_family"": ""temporal:transaction_date""}","{""payload_schema_mapping"": ""PASS""}",,
Plaid,Plaid_payload_05.json,Plaid_AuthTransactions_v15,PASS,,,"{""canonical_node"": ""account_identifier"", ""field"": ""account_id"", ""semantic_family"": ""identifier:plaid_account""}; {""canonical_node"": ""routing_number"", ""field"": ""routing_number"", ""semantic_family"": ""payment_account:routing_number""}; {""canonical_node"": ""bank_account_number"", ""field"": ""account_number"", ""semantic_family"": ""payment_account:account_number""}; {""canonical_node"": ""account_type"", ""field"": ""account_type"", ""semantic_family"": ""payment_account:account_type""}; {""canonical_node"": ""current_balance"", ""field"": ""balance_current"", ""semantic_family"": ""payment_account:current_balance""}; {""canonical_node"": ""payment_currency"", ""field"": ""currency"", ""semantic_family"": ""payment:currency""}; {""canonical_node"": ""transaction_identifier"", ""field"": ""transaction_id"", ""semantic_family"": ""identifier:transaction""}; {""canonical_node"": ""payment_amount"", ""field"": ""transaction_amount"", ""semantic_family"": ""payment:amount""}; {""canonical_node"": ""transaction_date"", ""field"": ""transaction_date"", ""semantic_family"": ""temporal:transaction_date""}","{""payload_schema_mapping"": ""PASS""}",,
Plaid,Plaid_payload_06.json,Plaid_AuthTransactions_v15,PASS,,,"{""canonical_node"": ""account_identifier"", ""field"": ""account_id"", ""semantic_family"": ""identifier:plaid_account""}; {""canonical_node"": ""routing_number"", ""field"": ""routing_number"", ""semantic_family"": ""payment_account:routing_number""}; {""canonical_node"": ""bank_account_number"", ""field"": ""account_number"", ""semantic_family"": ""payment_account:account_number""}; {""canonical_node"": ""account_type"", ""field"": ""account_type"", ""semantic_family"": ""payment_account:account_type""}; {""canonical_node"": ""current_balance"", ""field"": ""balance_current"", ""semantic_family"": ""payment_account:current_balance""}; {""canonical_node"": ""payment_currency"", ""field"": ""currency"", ""semantic_family"": ""payment:currency""}; {""canonical_node"": ""transaction_identifier"", ""field"": ""transaction_id"", ""semantic_family"": ""identifier:transaction""}; {""canonical_node"": ""payment_amount"", ""field"": ""transaction_amount"", ""semantic_family"": ""payment:amount""}; {""canonical_node"": ""transaction_date"", ""field"": ""transaction_date"", ""semantic_family"": ""temporal:transaction_date""}","{""payload_schema_mapping"": ""PASS""}",,
Plaid,Plaid_payload_07.json,Plaid_AuthTransactions_v15,PASS,,,"{""canonical_node"": ""account_identifier"", ""field"": ""account_id"", ""semantic_family"": ""identifier:plaid_account""}; {""canonical_node"": ""routing_number"", ""field"": ""routing_number"", ""semantic_family"": ""payment_account:routing_number""}; {""canonical_node"": ""bank_account_number"", ""field"": ""account_number"", ""semantic_family"": ""payment_account:account_number""}; {""canonical_node"": ""account_type"", ""field"": ""account_type"", ""semantic_family"": ""payment_account:account_type""}; {""canonical_node"": ""current_balance"", ""field"": ""balance_current"", ""semantic_family"": ""payment_account:current_balance""}; {""canonical_node"": ""payment_currency"", ""field"": ""currency"", ""semantic_family"": ""payment:currency""}; {""canonical_node"": ""transaction_identifier"", ""field"": ""transaction_id"", ""semantic_family"": ""identifier:transaction""}; {""canonical_node"": ""payment_amount"", ""field"": ""transaction_amount"", ""semantic_family"": ""payment:amount""}; {""canonical_node"": ""transaction_date"", ""field"": ""transaction_date"", ""semantic_family"": ""temporal:transaction_date""}","{""payload_schema_mapping"": ""PASS""}",,
Plaid,Plaid_payload_08.json,Plaid_AuthTransactions_v15,PASS,,,"{""canonical_node"": ""account_identifier"", ""field"": ""account_id"", ""semantic_family"": ""identifier:plaid_account""}; {""canonical_node"": ""routing_number"", ""field"": ""routing_number"", ""semantic_family"": ""payment_account:routing_number""}; {""canonical_node"": ""bank_account_number"", ""field"": ""account_number"", ""semantic_family"": ""payment_account:account_number""}; {""canonical_node"": ""account_type"", ""field"": ""account_type"", ""semantic_family"": ""payment_account:account_type""}; {""canonical_node"": ""current_balance"", ""field"": ""balance_current"", ""semantic_family"": ""payment_account:current_balance""}; {""canonical_node"": ""payment_currency"", ""field"": ""currency"", ""semantic_family"": ""payment:currency""}; {""canonical_node"": ""transaction_identifier"", ""field"": ""transaction_id"", ""semantic_family"": ""identifier:transaction""}; {""canonical_node"": ""payment_amount"", ""field"": ""transaction_amount"", ""semantic_family"": ""payment:amount""}; {""canonical_node"": ""transaction_date"", ""field"": ""transaction_date"", ""semantic_family"": ""temporal:transaction_date""}","{""payload_schema_mapping"": ""PASS""}",,
Razorpay,Razorpay_payload_01.json,Razorpay_PaymentEntity_v15,PASS,,,"{""canonical_node"": ""payment_identifier"", ""field"": ""razorpay_payment_id"", ""semantic_family"": ""identifier:razorpay_payment""}; {""canonical_node"": ""order_identifier"", ""field"": ""razorpay_order_id"", ""semantic_family"": ""identifier:order""}; {""canonical_node"": ""payment_amount"", ""field"": ""amount"", ""semantic_family"": ""payment:amount""}; {""canonical_node"": ""payment_currency"", ""field"": ""currency"", ""semantic_family"": ""payment:currency""}; {""canonical_node"": ""payment_method"", ""field"": ""method"", ""semantic_family"": ""payment:method""}; {""canonical_node"": ""virtual_payment_address"", ""field"": ""vpa"", ""semantic_family"": ""upi:vpa""}; {""canonical_node"": ""customer_email"", ""field"": ""email"", ""semantic_family"": ""party:customer_email""}; {""canonical_node"": ""customer_contact"", ""field"": ""contact"", ""semantic_family"": ""party:customer_contact""}; {""canonical_node"": ""payment_status"", ""field"": ""status"", ""semantic_family"": ""payment:status""}; {""canonical_node"": ""created_at"", ""field"": ""created_at"", ""semantic_family"": ""temporal:created_at""}","{""payload_schema_mapping"": ""PASS""}",,
Razorpay,Razorpay_payload_02.json,Razorpay_PaymentEntity_v15,PASS,,,"{""canonical_node"": ""payment_identifier"", ""field"": ""razorpay_payment_id"", ""semantic_family"": ""identifier:razorpay_payment""}; {""canonical_node"": ""order_identifier"", ""field"": ""razorpay_order_id"", ""semantic_family"": ""identifier:order""}; {""canonical_node"": ""payment_amount"", ""field"": ""amount"", ""semantic_family"": ""payment:amount""}; {""canonical_node"": ""payment_currency"", ""field"": ""currency"", ""semantic_family"": ""payment:currency""}; {""canonical_node"": ""payment_method"", ""field"": ""method"", ""semantic_family"": ""payment:method""}; {""canonical_node"": ""virtual_payment_address"", ""field"": ""vpa"", ""semantic_family"": ""upi:vpa""}; {""canonical_node"": ""customer_email"", ""field"": ""email"", ""semantic_family"": ""party:customer_email""}; {""canonical_node"": ""customer_contact"", ""field"": ""contact"", ""semantic_family"": ""party:customer_contact""}; {""canonical_node"": ""payment_status"", ""field"": ""status"", ""semantic_family"": ""payment:status""}; {""canonical_node"": ""created_at"", ""field"": ""created_at"", ""semantic_family"": ""temporal:created_at""}","{""payload_schema_mapping"": ""PASS""}",,
Razorpay,Razorpay_payload_03.json,Razorpay_PaymentEntity_v15,PASS,,,"{""canonical_node"": ""payment_identifier"", ""field"": ""razorpay_payment_id"", ""semantic_family"": ""identifier:razorpay_payment""}; {""canonical_node"": ""order_identifier"", ""field"": ""razorpay_order_id"", ""semantic_family"": ""identifier:order""}; {""canonical_node"": ""payment_amount"", ""field"": ""amount"", ""semantic_family"": ""payment:amount""}; {""canonical_node"": ""payment_currency"", ""field"": ""currency"", ""semantic_family"": ""payment:currency""}; {""canonical_node"": ""payment_method"", ""field"": ""method"", ""semantic_family"": ""payment:method""}; {""canonical_node"": ""virtual_payment_address"", ""field"": ""vpa"", ""semantic_family"": ""upi:vpa""}; {""canonical_node"": ""customer_email"", ""field"": ""email"", ""semantic_family"": ""party:customer_email""}; {""canonical_node"": ""customer_contact"", ""field"": ""contact"", ""semantic_family"": ""party:customer_contact""}; {""canonical_node"": ""payment_status"", ""field"": ""status"", ""semantic_family"": ""payment:status""}; {""canonical_node"": ""created_at"", ""field"": ""created_at"", ""semantic_family"": ""temporal:created_at""}","{""payload_schema_mapping"": ""PASS""}",,
Razorpay,Razorpay_payload_04.json,Razorpay_PaymentEntity_v15,PASS,,,"{""canonical_node"": ""payment_identifier"", ""field"": ""razorpay_payment_id"", ""semantic_family"": ""identifier:razorpay_payment""}; {""canonical_node"": ""order_identifier"", ""field"": ""razorpay_order_id"", ""semantic_family"": ""identifier:order""}; {""canonical_node"": ""payment_amount"", ""field"": ""amount"", ""semantic_family"": ""payment:amount""}; {""canonical_node"": ""payment_currency"", ""field"": ""currency"", ""semantic_family"": ""payment:currency""}; {""canonical_node"": ""payment_method"", ""field"": ""method"", ""semantic_family"": ""payment:method""}; {""canonical_node"": ""virtual_payment_address"", ""field"": ""vpa"", ""semantic_family"": ""upi:vpa""}; {""canonical_node"": ""customer_email"", ""field"": ""email"", ""semantic_family"": ""party:customer_email""}; {""canonical_node"": ""customer_contact"", ""field"": ""contact"", ""semantic_family"": ""party:customer_contact""}; {""canonical_node"": ""payment_status"", ""field"": ""status"", ""semantic_family"": ""payment:status""}; {""canonical_node"": ""created_at"", ""field"": ""created_at"", ""semantic_family"": ""temporal:created_at""}","{""payload_schema_mapping"": ""PASS""}",,
Razorpay,Razorpay_payload_05.json,Razorpay_PaymentEntity_v15,PASS,,,"{""canonical_node"": ""payment_identifier"", ""field"": ""razorpay_payment_id"", ""semantic_family"": ""identifier:razorpay_payment""}; {""canonical_node"": ""order_identifier"", ""field"": ""razorpay_order_id"", ""semantic_family"": ""identifier:order""}; {""canonical_node"": ""payment_amount"", ""field"": ""amount"", ""semantic_family"": ""payment:amount""}; {""canonical_node"": ""payment_currency"", ""field"": ""currency"", ""semantic_family"": ""payment:currency""}; {""canonical_node"": ""payment_method"", ""field"": ""method"", ""semantic_family"": ""payment:method""}; {""canonical_node"": ""virtual_payment_address"", ""field"": ""vpa"", ""semantic_family"": ""upi:vpa""}; {""canonical_node"": ""customer_email"", ""field"": ""email"", ""semantic_family"": ""party:customer_email""}; {""canonical_node"": ""customer_contact"", ""field"": ""contact"", ""semantic_family"": ""party:customer_contact""}; {""canonical_node"": ""payment_status"", ""field"": ""status"", ""semantic_family"": ""payment:status""}; {""canonical_node"": ""created_at"", ""field"": ""created_at"", ""semantic_family"": ""temporal:created_at""}","{""payload_schema_mapping"": ""PASS""}",,
Razorpay,Razorpay_payload_06.json,Razorpay_PaymentEntity_v15,PASS,,,"{""canonical_node"": ""payment_identifier"", ""field"": ""razorpay_payment_id"", ""semantic_family"": ""identifier:razorpay_payment""}; {""canonical_node"": ""order_identifier"", ""field"": ""razorpay_order_id"", ""semantic_family"": ""identifier:order""}; {""canonical_node"": ""payment_amount"", ""field"": ""amount"", ""semantic_family"": ""payment:amount""}; {""canonical_node"": ""payment_currency"", ""field"": ""currency"", ""semantic_family"": ""payment:currency""}; {""canonical_node"": ""payment_method"", ""field"": ""method"", ""semantic_family"": ""payment:method""}; {""canonical_node"": ""virtual_payment_address"", ""field"": ""vpa"", ""semantic_family"": ""upi:vpa""}; {""canonical_node"": ""customer_email"", ""field"": ""email"", ""semantic_family"": ""party:customer_email""}; {""canonical_node"": ""customer_contact"", ""field"": ""contact"", ""semantic_family"": ""party:customer_contact""}; {""canonical_node"": ""payment_status"", ""field"": ""status"", ""semantic_family"": ""payment:status""}; {""canonical_node"": ""created_at"", ""field"": ""created_at"", ""semantic_family"": ""temporal:created_at""}","{""payload_schema_mapping"": ""PASS""}",,
Razorpay,Razorpay_payload_07.json,Razorpay_PaymentEntity_v15,PASS,,,"{""canonical_node"": ""payment_identifier"", ""field"": ""razorpay_payment_id"", ""semantic_family"": ""identifier:razorpay_payment""}; {""canonical_node"": ""order_identifier"", ""field"": ""razorpay_order_id"", ""semantic_family"": ""identifier:order""}; {""canonical_node"": ""payment_amount"", ""field"": ""amount"", ""semantic_family"": ""payment:amount""}; {""canonical_node"": ""payment_currency"", ""field"": ""currency"", ""semantic_family"": ""payment:currency""}; {""canonical_node"": ""payment_method"", ""field"": ""method"", ""semantic_family"": ""payment:method""}; {""canonical_node"": ""virtual_payment_address"", ""field"": ""vpa"", ""semantic_family"": ""upi:vpa""}; {""canonical_node"": ""customer_email"", ""field"": ""email"", ""semantic_family"": ""party:customer_email""}; {""canonical_node"": ""customer_contact"", ""field"": ""contact"", ""semantic_family"": ""party:customer_contact""}; {""canonical_node"": ""payment_status"", ""field"": ""status"", ""semantic_family"": ""payment:status""}; {""canonical_node"": ""created_at"", ""field"": ""created_at"", ""semantic_family"": ""temporal:created_at""}","{""payload_schema_mapping"": ""PASS""}",,
Razorpay,Razorpay_payload_08.json,Razorpay_PaymentEntity_v15,PASS,,,"{""canonical_node"": ""payment_identifier"", ""field"": ""razorpay_payment_id"", ""semantic_family"": ""identifier:razorpay_payment""}; {""canonical_node"": ""order_identifier"", ""field"": ""razorpay_order_id"", ""semantic_family"": ""identifier:order""}; {""canonical_node"": ""payment_amount"", ""field"": ""amount"", ""semantic_family"": ""payment:amount""}; {""canonical_node"": ""payment_currency"", ""field"": ""currency"", ""semantic_family"": ""payment:currency""}; {""canonical_node"": ""payment_method"", ""field"": ""method"", ""semantic_family"": ""payment:method""}; {""canonical_node"": ""virtual_payment_address"", ""field"": ""vpa"", ""semantic_family"": ""upi:vpa""}; {""canonical_node"": ""customer_email"", ""field"": ""email"", ""semantic_family"": ""party:customer_email""}; {""canonical_node"": ""customer_contact"", ""field"": ""contact"", ""semantic_family"": ""party:customer_contact""}; {""canonical_node"": ""payment_status"", ""field"": ""status"", ""semantic_family"": ""payment:status""}; {""canonical_node"": ""created_at"", ""field"": ""created_at"", ""semantic_family"": ""temporal:created_at""}","{""payload_schema_mapping"": ""PASS""}",,
Stripe,Stripe_payload_01.json,Stripe_PaymentIntent_v15,PASS,,,"{""canonical_node"": ""payment_intent_identifier"", ""field"": ""payment_intent_id"", ""semantic_family"": ""identifier:payment_intent""}; {""canonical_node"": ""payment_amount"", ""field"": ""amount"", ""semantic_family"": ""payment:amount""}; {""canonical_node"": ""payment_currency"", ""field"": ""currency"", ""semantic_family"": ""payment:currency""}; {""canonical_node"": ""customer_identifier"", ""field"": ""customer_id"", ""semantic_family"": ""identifier:customer""}; {""canonical_node"": ""payment_method"", ""field"": ""payment_method"", ""semantic_family"": ""payment:method""}; {""canonical_node"": ""card_last4"", ""field"": ""card_last4"", ""semantic_family"": ""payment_card:last4""}; {""canonical_node"": ""card_brand"", ""field"": ""card_brand"", ""semantic_family"": ""payment_card:brand""}; {""canonical_node"": ""created_at"", ""field"": ""created"", ""semantic_family"": ""temporal:created_at""}; {""canonical_node"": ""payment_status"", ""field"": ""status"", ""semantic_family"": ""payment:status""}","{""payload_schema_mapping"": ""PASS""}",,
Stripe,Stripe_payload_02.json,Stripe_PaymentIntent_v15,PASS,,,"{""canonical_node"": ""payment_intent_identifier"", ""field"": ""payment_intent_id"", ""semantic_family"": ""identifier:payment_intent""}; {""canonical_node"": ""payment_amount"", ""field"": ""amount"", ""semantic_family"": ""payment:amount""}; {""canonical_node"": ""payment_currency"", ""field"": ""currency"", ""semantic_family"": ""payment:currency""}; {""canonical_node"": ""customer_identifier"", ""field"": ""customer_id"", ""semantic_family"": ""identifier:customer""}; {""canonical_node"": ""payment_method"", ""field"": ""payment_method"", ""semantic_family"": ""payment:method""}; {""canonical_node"": ""card_last4"", ""field"": ""card_last4"", ""semantic_family"": ""payment_card:last4""}; {""canonical_node"": ""card_brand"", ""field"": ""card_brand"", ""semantic_family"": ""payment_card:brand""}; {""canonical_node"": ""created_at"", ""field"": ""created"", ""semantic_family"": ""temporal:created_at""}; {""canonical_node"": ""payment_status"", ""field"": ""status"", ""semantic_family"": ""payment:status""}","{""payload_schema_mapping"": ""PASS""}",,
Stripe,Stripe_payload_03.json,Stripe_PaymentIntent_v15,PASS,,,"{""canonical_node"": ""payment_intent_identifier"", ""field"": ""payment_intent_id"", ""semantic_family"": ""identifier:payment_intent""}; {""canonical_node"": ""payment_amount"", ""field"": ""amount"", ""semantic_family"": ""payment:amount""}; {""canonical_node"": ""payment_currency"", ""field"": ""currency"", ""semantic_family"": ""payment:currency""}; {""canonical_node"": ""customer_identifier"", ""field"": ""customer_id"", ""semantic_family"": ""identifier:customer""}; {""canonical_node"": ""payment_method"", ""field"": ""payment_method"", ""semantic_family"": ""payment:method""}; {""canonical_node"": ""card_last4"", ""field"": ""card_last4"", ""semantic_family"": ""payment_card:last4""}; {""canonical_node"": ""card_brand"", ""field"": ""card_brand"", ""semantic_family"": ""payment_card:brand""}; {""canonical_node"": ""created_at"", ""field"": ""created"", ""semantic_family"": ""temporal:created_at""}; {""canonical_node"": ""payment_status"", ""field"": ""status"", ""semantic_family"": ""payment:status""}","{""payload_schema_mapping"": ""PASS""}",,
Stripe,Stripe_payload_04.json,Stripe_PaymentIntent_v15,PASS,,,"{""canonical_node"": ""payment_intent_identifier"", ""field"": ""payment_intent_id"", ""semantic_family"": ""identifier:payment_intent""}; {""canonical_node"": ""payment_amount"", ""field"": ""amount"", ""semantic_family"": ""payment:amount""}; {""canonical_node"": ""payment_currency"", ""field"": ""currency"", ""semantic_family"": ""payment:currency""}; {""canonical_node"": ""customer_identifier"", ""field"": ""customer_id"", ""semantic_family"": ""identifier:customer""}; {""canonical_node"": ""payment_method"", ""field"": ""payment_method"", ""semantic_family"": ""payment:method""}; {""canonical_node"": ""card_last4"", ""field"": ""card_last4"", ""semantic_family"": ""payment_card:last4""}; {""canonical_node"": ""card_brand"", ""field"": ""card_brand"", ""semantic_family"": ""payment_card:brand""}; {""canonical_node"": ""created_at"", ""field"": ""created"", ""semantic_family"": ""temporal:created_at""}; {""canonical_node"": ""payment_status"", ""field"": ""status"", ""semantic_family"": ""payment:status""}","{""payload_schema_mapping"": ""PASS""}",,
Stripe,Stripe_payload_05.json,Stripe_PaymentIntent_v15,PASS,,,"{""canonical_node"": ""payment_intent_identifier"", ""field"": ""payment_intent_id"", ""semantic_family"": ""identifier:payment_intent""}; {""canonical_node"": ""payment_amount"", ""field"": ""amount"", ""semantic_family"": ""payment:amount""}; {""canonical_node"": ""payment_currency"", ""field"": ""currency"", ""semantic_family"": ""payment:currency""}; {""canonical_node"": ""customer_identifier"", ""field"": ""customer_id"", ""semantic_family"": ""identifier:customer""}; {""canonical_node"": ""payment_method"", ""field"": ""payment_method"", ""semantic_family"": ""payment:method""}; {""canonical_node"": ""card_last4"", ""field"": ""card_last4"", ""semantic_family"": ""payment_card:last4""}; {""canonical_node"": ""card_brand"", ""field"": ""card_brand"", ""semantic_family"": ""payment_card:brand""}; {""canonical_node"": ""created_at"", ""field"": ""created"", ""semantic_family"": ""temporal:created_at""}; {""canonical_node"": ""payment_status"", ""field"": ""status"", ""semantic_family"": ""payment:status""}","{""payload_schema_mapping"": ""PASS""}",,
Stripe,Stripe_payload_06.json,Stripe_PaymentIntent_v15,PASS,,,"{""canonical_node"": ""payment_intent_identifier"", ""field"": ""payment_intent_id"", ""semantic_family"": ""identifier:payment_intent""}; {""canonical_node"": ""payment_amount"", ""field"": ""amount"", ""semantic_family"": ""payment:amount""}; {""canonical_node"": ""payment_currency"", ""field"": ""currency"", ""semantic_family"": ""payment:currency""}; {""canonical_node"": ""customer_identifier"", ""field"": ""customer_id"", ""semantic_family"": ""identifier:customer""}; {""canonical_node"": ""payment_method"", ""field"": ""payment_method"", ""semantic_family"": ""payment:method""}; {""canonical_node"": ""card_last4"", ""field"": ""card_last4"", ""semantic_family"": ""payment_card:last4""}; {""canonical_node"": ""card_brand"", ""field"": ""card_brand"", ""semantic_family"": ""payment_card:brand""}; {""canonical_node"": ""created_at"", ""field"": ""created"", ""semantic_family"": ""temporal:created_at""}; {""canonical_node"": ""payment_status"", ""field"": ""status"", ""semantic_family"": ""payment:status""}","{""payload_schema_mapping"": ""PASS""}",,
Stripe,Stripe_payload_07.json,Stripe_PaymentIntent_v15,PASS,,,"{""canonical_node"": ""payment_intent_identifier"", ""field"": ""payment_intent_id"", ""semantic_family"": ""identifier:payment_intent""}; {""canonical_node"": ""payment_amount"", ""field"": ""amount"", ""semantic_family"": ""payment:amount""}; {""canonical_node"": ""payment_currency"", ""field"": ""currency"", ""semantic_family"": ""payment:currency""}; {""canonical_node"": ""customer_identifier"", ""field"": ""customer_id"", ""semantic_family"": ""identifier:customer""}; {""canonical_node"": ""payment_method"", ""field"": ""payment_method"", ""semantic_family"": ""payment:method""}; {""canonical_node"": ""card_last4"", ""field"": ""card_last4"", ""semantic_family"": ""payment_card:last4""}; {""canonical_node"": ""card_brand"", ""field"": ""card_brand"", ""semantic_family"": ""payment_card:brand""}; {""canonical_node"": ""created_at"", ""field"": ""created"", ""semantic_family"": ""temporal:created_at""}; {""canonical_node"": ""payment_status"", ""field"": ""status"", ""semantic_family"": ""payment:status""}","{""payload_schema_mapping"": ""PASS""}",,
Stripe,Stripe_payload_08.json,Stripe_PaymentIntent_v15,PASS,,,"{""canonical_node"": ""payment_intent_identifier"", ""field"": ""payment_intent_id"", ""semantic_family"": ""identifier:payment_intent""}; {""canonical_node"": ""payment_amount"", ""field"": ""amount"", ""semantic_family"": ""payment:amount""}; {""canonical_node"": ""payment_currency"", ""field"": ""currency"", ""semantic_family"": ""payment:currency""}; {""canonical_node"": ""customer_identifier"", ""field"": ""customer_id"", ""semantic_family"": ""identifier:customer""}; {""canonical_node"": ""payment_method"", ""field"": ""payment_method"", ""semantic_family"": ""payment:method""}; {""canonical_node"": ""card_last4"", ""field"": ""card_last4"", ""semantic_family"": ""payment_card:last4""}; {""canonical_node"": ""card_brand"", ""field"": ""card_brand"", ""semantic_family"": ""payment_card:brand""}; {""canonical_node"": ""created_at"", ""field"": ""created"", ""semantic_family"": ""temporal:created_at""}; {""canonical_node"": ""payment_status"", ""field"": ""status"", ""semantic_family"": ""payment:status""}","{""payload_schema_mapping"": ""PASS""}",,
UPI,UPI_payload_01.json,NPCI_UPI_ReqPay_Inferred_v15,PASS,,,"{""canonical_node"": ""virtual_payment_address"", ""field"": ""vpa"", ""semantic_family"": ""upi:vpa""}; {""canonical_node"": ""payer_account"", ""field"": ""payer_account"", ""semantic_family"": ""payment_account:payer_account""}; {""canonical_node"": ""payee_virtual_payment_address"", ""field"": ""payee_vpa"", ""semantic_family"": ""upi:payee_vpa""}; {""canonical_node"": ""transaction_identifier"", ""field"": ""txn_id"", ""semantic_family"": ""identifier:upi_transaction""}; {""canonical_node"": ""payment_amount"", ""field"": ""txn_amount"", ""semantic_family"": ""payment:amount""}; {""canonical_node"": ""payment_currency"", ""field"": ""currency"", ""semantic_family"": ""payment:currency""}; {""canonical_node"": ""transaction_timestamp"", ""field"": ""txn_timestamp"", ""semantic_family"": ""temporal:transaction_timestamp""}; {""canonical_node"": ""payment_status"", ""field"": ""txn_status"", ""semantic_family"": ""payment:status""}","{""payload_schema_mapping"": ""PASS""}",,
UPI,UPI_payload_02.json,NPCI_UPI_ReqPay_Inferred_v15,PASS,,,"{""canonical_node"": ""virtual_payment_address"", ""field"": ""vpa"", ""semantic_family"": ""upi:vpa""}; {""canonical_node"": ""payer_account"", ""field"": ""payer_account"", ""semantic_family"": ""payment_account:payer_account""}; {""canonical_node"": ""payee_virtual_payment_address"", ""field"": ""payee_vpa"", ""semantic_family"": ""upi:payee_vpa""}; {""canonical_node"": ""transaction_identifier"", ""field"": ""txn_id"", ""semantic_family"": ""identifier:upi_transaction""}; {""canonical_node"": ""payment_amount"", ""field"": ""txn_amount"", ""semantic_family"": ""payment:amount""}; {""canonical_node"": ""payment_currency"", ""field"": ""currency"", ""semantic_family"": ""payment:currency""}; {""canonical_node"": ""transaction_timestamp"", ""field"": ""txn_timestamp"", ""semantic_family"": ""temporal:transaction_timestamp""}; {""canonical_node"": ""payment_status"", ""field"": ""txn_status"", ""semantic_family"": ""payment:status""}","{""payload_schema_mapping"": ""PASS""}",,
